"gender","ethnicity","birth","stark","star1","star2","star3","readk","read1","read2","read3","mathk","math1","math2","math3","lunchk","lunch1","lunch2","lunch3","schoolk","school1","school2","school3","degreek","degree1","degree2","degree3","ladderk","ladder1","ladder2","ladder3","experiencek","experience1","experience2","experience3","tethnicityk","tethnicity1","tethnicity2","tethnicity3","systemk","system1","system2","system3","schoolidk","schoolid1","schoolid2","schoolid3"
"male","afam",1980 Q2,,,"regular+aide",,,,529,,,,518,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,18,,,,"afam",,,,"11",,,,"21",
"female","afam",1980 Q1,"regular+aide","regular+aide","regular","small",461,480,573,631,547,553,659,612,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","apprentice","level1","level2",10,3,4,15,"afam","cauc","afam","afam","11","11","11","11","27","27","27","27"
"male","afam",1980 Q3,"regular+aide","regular+aide",,,421,444,,,454,477,,,"free","free",,,"inner-city","inner-city",,,"master","master",,,"level1","level1",,,22,7,,,"cauc","cauc",,,"11","11",,,"33","33",,
"male","cauc",1980 Q1,,,"regular+aide",,,,564,,,,561,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,4,,,,"cauc",,,,"31",,,,"64",
"female","cauc",1980 Q2,"small",,,,,,,,,,,,"free",,,,"urban",,,,"bachelor",,,,"apprentice",,,,1,,,,"cauc",,,,"27",,,,"60",,,
"male","afam",1979 Q4,,,,"regular+aide",,,,582,,,,562,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,9,,,,"cauc",,,,"12",,,,"34"
"female","cauc",1979 Q1,,"regular","regular","regular",,564,554,559,,584,514,596,,"free","free","free",,"rural","rural","rural",,"master","bachelor","bachelor",,"level1","level1","level1",,13,15,24,,"cauc","cauc","cauc",,"5","5","5",,"7","7","7"
"male","cauc",1980 Q1,,,"small",,,,650,,,,599,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level3",,,,12,,,,"cauc",,,,"4",,,,"5",
"male","cauc",1979 Q4,,,,"regular+aide",,,,580,,,,608,,,,,,,,"rural",,,,"master",,,,"level1",,,,5,,,,"cauc",,,,"10",,,,"13"
"female","afam",1980 Q2,"small",,,,410,,,,494,,,,"free",,,,"inner-city",,,,"bachelor",,,,"apprentice",,,,2,,,,"cauc",,,,"11",,,,"19",,,
"female","cauc",1980 Q1,,,,"small",,,,588,,,,586,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,20,,,,"cauc",,,,"22",,,,"54"
"male","afam",1978 Q3,,,"regular",,,,,,,,,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,2,,,,"cauc",,,,"11",,,,"14",
"female","cauc",1980 Q3,,"regular+aide",,,,527,,,,481,,,,"free",,,,"rural",,,,"master",,,,"apprentice",,,,8,,,,"cauc",,,,"4",,,,"5",,
"female","afam",1979 Q4,"small","small","small","small",465,439,533,583,626,472,541,603,"non-free","non-free","non-free","free","inner-city","inner-city","inner-city","inner-city","bachelor","master","bachelor","bachelor","apprentice","level1","notladder","probation",2,17,2,3,"cauc","afam","cauc","afam","11","11","11","11","30","30","30","30"
"male","cauc",1980 Q3,,"regular","regular","regular",,471,555,618,,486,587,642,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"master","master","master",,"level1","level1","level1",,19,19,24,,"cauc","afam","cauc",,"18","18","18",,"46","46","46"
"male","cauc",1979 Q4,,,"regular+aide","regular+aide",,,627,654,,,639,678,,,"non-free","non-free",,,"rural","rural",,,"master","master",,,"level1","level1",,,4,16,,,"cauc","cauc",,,"31","31",,,"64","64"
"female","cauc",1980 Q2,,,,"regular",,,,680,,,,691,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,9,,,,"cauc",,,,"24",,,,"56"
"male","afam",1980 Q4,,"regular","regular",,,509,554,,,484,517,,,"free","free",,,"inner-city","inner-city",,,"master","master",,,"level1","level1",,,11,11,,,"cauc","cauc",,,"11","11",,,"15","15",
"female","afam",1978 Q3,,,,"regular",,,,583,,,,546,,,,"non-free",,,,"inner-city",,,,"master",,,,"level1",,,,19,,,,"afam",,,,"22",,,,"53"
"male","cauc",1980 Q3,"regular","regular","small","small",436,482,593,,500,518,568,655,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","bachelor","level1","level1","level1","level1",11,20,15,13,"cauc","cauc","cauc","cauc","21","21","21","21","49","49","49","49"
"male","afam",1978 Q3,,"regular","regular+aide",,,436,549,,,486,505,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"level1","notladder",,,5,,,,"cauc","afam",,,"11","11",,,"16","19",
"female","hispanic",1979 Q3,,,"regular+aide",,,,,,,,,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,27,,,,"cauc",,,,"33",,,,"67",
"male","cauc",1979 Q4,"regular+aide","regular",,,398,478,,,449,493,,,"free","non-free",,,"rural","rural",,,"master","bachelor",,,"level1","level1",,,5,12,,,"cauc","cauc",,,"15","15",,,"39","39",,
"female","cauc",1979 Q4,"regular+aide","regular",,,442,536,,,528,601,,,"non-free","non-free",,,"suburban","suburban",,,"master","master",,,"level1","level1",,,8,10,,,"cauc","cauc",,,"28","28",,,"61","61",,
"male","afam",1980 Q3,,"regular+aide",,,,483,,,,518,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,6,,,,"cauc",,,,"11",,,,"22",,
"male","cauc",1980 Q2,"regular+aide",,,,461,,,,500,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level1",,,,11,,,,"cauc",,,,"6",,,,"9",,,
"female","cauc",1980 Q1,,,"regular",,,,,,,,,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,9,,,,"cauc",,,,"9",,,,"12",
"male","cauc",1979 Q4,"regular","regular","regular","regular",436,,579,593,506,553,639,631,"free","free","free","free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","level1","level1","level1",13,7,8,8,"cauc","cauc","cauc","cauc","21","21","21","21","50","50","50","50"
"female","cauc",1980 Q1,,,"regular+aide","regular+aide",,,,555,,,,559,,,"free","free",,,"rural","rural",,,"master","bachelor",,,"level1","level2",,,8,19,,,"cauc","cauc",,,"37","37",,,"73","73"
"female","cauc",1980 Q2,,"regular",,,,540,,,,520,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,33,,,,"cauc",,,,"11",,,,"21",,
"male","cauc",1979 Q2,,,"regular+aide","regular+aide",,,637,629,,,587,634,,,"non-free","non-free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","level1",,,33,7,,,"cauc","cauc",,,"39","39",,,"75","75"
"male","cauc",1979 Q4,"small","regular+aide",,,428,442,,,473,470,,,"non-free","non-free",,,"suburban","suburban",,,"bachelor","bachelor",,,,"level1",,,5,20,,,"cauc","cauc",,,"11","11",,,"17","17",,
"female","cauc",1980 Q2,,,,"regular",,,,639,,,,648,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,19,,,,"cauc",,,,"17",,,,"41"
"male","afam",1979 Q2,,,,"small",,,,564,,,,588,,,,"free",,,,"rural",,,,"bachelor",,,,"notladder",,,,28,,,,"cauc",,,,"1",,,,"1"
"male","afam",1979 Q4,"regular","regular",,,411,414,,,444,444,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"probation","level1",,,0,14,,,"cauc","cauc",,,"11","11",,,"31","31",,
"male","cauc",1980 Q2,"regular+aide","regular+aide","regular+aide","regular+aide",436,544,614,644,459,532,639,659,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","bachelor","master","level1","apprentice","level1","level2",5,2,22,10,"cauc","cauc","cauc","cauc","15","15","15","15","39","39","39","39"
"female","afam",1979 Q3,,,"regular","regular",,,523,560,,,518,570,,,"free","free",,,"inner-city","inner-city",,,"master","bachelor",,,"level1","probation",,,9,2,,,"cauc","cauc",,,"11","11",,,"29","29"
"male","afam",1979 Q1,,,"regular","regular",,,544,582,,,579,634,,,"free","free",,,"inner-city","inner-city",,,"master","bachelor",,,"level1","probation",,,9,2,,,"cauc","cauc",,,"11","11",,,"29","29"
"male","afam",1980 Q1,"regular","regular","regular","regular+aide",,492,555,564,,520,563,579,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","master","bachelor","bachelor","probation","level1","probation","level1",6,19,2,5,"cauc","cauc","cauc","cauc","11","11","11","11","33","33","33","33"
"female","cauc",1980 Q2,"small",,,,436,,,,463,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,4,,,,"cauc",,,,"18",,,,"46",,,
"male","cauc",1980 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",428,571,614,693,559,612,699,684,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",12,39,9,16,"cauc","cauc","cauc","cauc","9","9","9","9","12","12","12","12"
"male","cauc",1980 Q3,"regular","regular+aide","regular+aide","regular+aide",472,579,650,670,536,601,639,700,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","master","bachelor","bachelor",,"level2","level1","level1",5,10,13,30,"cauc","cauc","cauc","cauc","1","1","1","1","1","1","1","1"
"male","afam",1980 Q2,"regular+aide","regular","regular","regular",434,604,604,641,473,592,639,726,"free","free","non-free","non-free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","probation","apprentice","apprentice",11,0,1,3,"cauc","afam","cauc","cauc","18","18","18","18","45","45","45","45"
"male","cauc",1979 Q4,"small","small","small","small",443,629,643,654,500,578,632,691,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master+","master","master","master","level1","level1","level1","level1",8,3,12,14,"cauc","cauc","cauc","cauc","41","41","41","41","78","78","78","78"
"male","cauc",1980 Q2,"small","small","small","small",424,571,659,675,520,601,659,684,"free","free","free","free","rural","rural","rural","rural","bachelor","bachelor","phd","master","level1","level3","level3","level1",2,19,12,3,"cauc","cauc","cauc","cauc","15","15","15","15","39","39","39","39"
"male","afam",1980 Q3,"regular+aide","regular","regular","regular",418,499,568,606,473,500,599,604,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","master","master","bachelor","level1","level1","probation","probation",22,32,0,0,"cauc","afam","afam","afam","11","11","11","11","33","33","33","33"
"male","afam",1980 Q1,"regular","regular",,,428,503,,,500,493,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"level1","apprentice",,,11,1,,,"cauc","cauc",,,"11","11",,,"22","22",,
"female","afam",1979 Q3,,"regular",,,,477,,,,510,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,2,,,,"afam",,,,"11",,,,"28",,
"male","afam",1980 Q1,"small","small","small","small",440,438,533,569,468,477,572,559,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",14,4,14,8,"cauc","cauc","cauc","cauc","11","11","11","11","32","32","32","32"
"male","cauc",1980 Q2,"regular+aide","small","small","small",436,544,618,650,513,592,574,642,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","master","level1","level1","level1","level1",7,9,15,18,"cauc","cauc","cauc","cauc","4","4","4","4","4","4","4","4"
"male","afam",1980 Q2,"small",,,,433,,,,506,,,,"non-free",,,,"inner-city",,,,"master",,,,"level1",,,,13,,,,"afam",,,,"11",,,,"14",,,
"male","cauc",1980 Q2,"regular+aide","regular","regular","regular",448,544,,657,473,532,,639,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","master","level1","level1","notladder","level1",8,16,12,19,"afam","cauc","cauc","afam","11","11","11","11","17","17","17","17"
"male","afam",1980 Q3,"small","small","small","small",474,468,523,529,506,500,522,515,"free","free","free","free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor",,"apprentice","level1","level1",3,1,12,7,"cauc","cauc","afam","afam","18","18","18","18","44","44","44","44"
"female","afam",1979 Q4,,"regular","regular+aide",,,499,588,,,510,538,,,"free",,,,"inner-city","inner-city",,,"bachelor","master",,,"apprentice","level3",,,2,16,,,"cauc","cauc",,,"11","11",,,"16","16",
"male","afam",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",414,490,541,597,484,512,577,645,"free","free","free","free","rural","rural","rural","rural","master","master","bachelor","bachelor","level1","level1","level1","probation",15,16,31,0,"cauc","cauc","afam","cauc","5","5","5","5","7","7","7","7"
"male","afam",1979 Q2,,"regular+aide","regular+aide",,,445,500,,,495,538,,,"free","free",,,"inner-city","inner-city",,,"master","bachelor",,,"level1","level1",,,6,4,,,"afam","cauc",,,"11","11",,,"28","28",
"female","cauc",1980 Q2,,"small","small","small",,,627,661,,,639,645,,"free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level1","level1","level1",,3,13,8,,"cauc","cauc","cauc",,"37","37","37",,"73","73","73"
"male","cauc",1980 Q3,,"regular+aide",,,,,,,,,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,8,,,,"cauc",,,,"32",,,,"66",,
"male","afam",1980 Q3,,,"regular+aide","regular+aide",,,533,590,,,590,645,,,"non-free","non-free",,,"suburban","suburban",,,"bachelor","master",,,,"level1",,,,22,,,"afam","afam",,,"11","11",,,"24","24"
"female","cauc",1980 Q3,"small","small",,,411,507,,,468,535,,,"non-free","free",,,"rural","rural",,,"bachelor","master",,,"level1","level1",,,20,6,,,"cauc","cauc",,,"36","36",,,"71","71",,
"female","afam",1980 Q3,"small","small","small","small",422,527,637,650,468,520,639,648,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor","level1","level1","notladder","level1",11,4,28,11,"afam","cauc","cauc","cauc","11","11","11","11","23","23","23","23"
"female","cauc",1980 Q1,"small","small","regular+aide","regular+aide",395,478,596,624,412,495,582,639,"non-free","non-free","free","non-free","rural","rural","rural","rural","bachelor","master","master","bachelor","level1","level1","level1","level1",20,6,8,11,"cauc","cauc","cauc","cauc","36","36","36","36","71","71","72","72"
"female","cauc",1979 Q4,,,"regular+aide","regular+aide",,,643,647,,,590,631,,,"non-free","non-free",,,"urban","urban",,,"bachelor","master",,,"notladder","level1",,,17,38,,,"cauc","cauc",,,"6","6",,,"9","9"
"female","afam",1979 Q3,,,"regular+aide","regular+aide",,,571,554,,,540,597,,,"free","free",,,"suburban","suburban",,,"bachelor","master",,,"level1","level1",,,12,18,,,"afam","cauc",,,"11","11",,,"17","17"
"female","afam",1980 Q2,"regular","regular+aide","regular+aide","regular+aide",407,457,557,599,459,502,561,597,"free","free","non-free","free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor",,"level1","level1","level1",,6,4,28,,"cauc","cauc","afam",,"11","11","11","11","24","24","24","24"
"female","cauc",1979 Q3,,,"regular",,,,614,,,,626,,,,,,,,"rural",,,,"master",,,,"apprentice",,,,1,,,,"cauc",,,,"15",,,,"39",
"female","cauc",1980 Q2,"regular","regular+aide","regular+aide","regular+aide",472,590,604,641,506,545,584,636,"non-free",,"non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","master","level1","level1","level1","level1",11,28,4,16,"cauc","cauc","cauc","cauc","31","31","31","31","64","64","64","64"
"female","cauc",1980 Q2,"small","regular+aide",,"regular",402,,,612,463,,,603,"free","free",,"free","urban","urban",,"urban","master","bachelor",,"master","level1","level1",,"level1",12,7,,15,"cauc","afam",,"cauc","2","2",,"2","2","2",,"2"
"female","cauc",1980 Q3,"regular","regular","regular","regular",428,540,631,654,500,549,596,616,"non-free","free",,"non-free","rural","rural","rural","rural","bachelor","bachelor","master","master","level1","level1","level3","level2",6,4,22,14,"cauc","cauc","cauc","cauc","36","36","36","36","71","71","71","71"
"male","cauc",1980 Q3,"regular",,,,413,,,,463,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,12,,,,"cauc",,,,"6",,,,"8",,,
"male","afam",1980 Q1,,"regular+aide",,,,475,,,,497,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"probation",,,,4,,,,"cauc",,,,"22",,,,"54",,
"female","cauc",1978 Q3,,"regular","regular","regular+aide",,564,575,,,557,584,,,"free","free",,,"rural","rural","rural",,"master","bachelor","bachelor",,"level1","level1","level2",,13,19,19,,"cauc","cauc","cauc",,"37","37","37",,"73","73","73"
"male","afam",1979 Q4,,"regular",,,,507,,,,497,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,23,,,,"cauc",,,,"11",,,,"21",,
"male","cauc",1980 Q2,"regular","regular+aide","regular+aide","regular+aide",443,544,602,608,468,507,572,616,"free","free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","master","master","bachelor",,"level1","level1","notladder",18,9,18,8,"afam","afam","cauc","afam","11","11","11","11","25","25","25","25"
"male","cauc",1978 Q2,"regular+aide","regular",,,418,441,,,434,,,,"free","free",,,"urban","urban",,,"bachelor","bachelor",,,"level1","level1",,,14,11,,,"cauc","cauc",,,"6","6",,,"9","9",,
"male","cauc",1980 Q3,"small",,,,403,,,,418,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,2,,,,"cauc",,,,"37",,,,"73",,,
"female","cauc",1980 Q1,"small","small","small","small",442,540,622,654,484,557,590,634,"free","non-free","free",,"suburban","suburban","suburban","suburban","bachelor","master","master","master","level1","level1","level2","level3",11,12,11,18,"cauc","cauc","cauc","cauc","28","28","28","28","61","61","61","61"
"female","afam",1980 Q1,"small",,,,443,,,,528,,,,"free",,,,"inner-city",,,,"bachelor",,,,"apprentice",,,,1,,,,"afam",,,,"11",,,,"16",,,
"female","cauc",1980 Q2,,"regular","regular","regular",,472,593,614,,526,615,603,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","bachelor","master",,"level1","level1","level1",,5,15,9,,"cauc","cauc","cauc",,"24","24","24",,"56","56","56"
"female","cauc",1980 Q2,,"small",,,,505,,,,502,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"39",,,,"75",,
"male","afam",1980 Q2,"regular+aide","regular+aide",,,410,419,,,494,497,,,"non-free","free",,,"urban","urban",,,"bachelor","bachelor",,,"level1","level1",,,17,7,,,"cauc","afam",,,"2","2",,,"2","2",,
"male","cauc",1978 Q3,,,"small","small",,,602,600,,,611,626,,,"non-free","non-free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","level1",,,7,6,,,"cauc","cauc",,,"35","35",,,"69","69"
"female","afam",1980 Q2,"regular+aide",,,,403,,,,439,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"11",,,,"19",,,
"male","cauc",1980 Q1,"small","small","small","small",433,482,560,592,489,545,620,612,"free","free",,"free","urban","urban","urban","urban","master","master","bachelor","master","level1","level3","level1","level2",17,16,17,11,"cauc","cauc","cauc","cauc","20","20","20","20","48","48","48","48"
